vpn,datetime,website,ip,ttl,time
Singapore,2023-10-08 09:06:37,shopee.co.th,143.92.75.65,53,6.580
Singapore,2023-10-08 09:06:37,shopee.co.th,143.92.75.65,53,8.077
Singapore,2023-10-08 09:06:37,shopee.co.th,143.92.75.65,53,12.332
Singapore,2023-10-08 09:06:37,shopee.co.th,143.92.75.65,53,10.238
Singapore,2023-10-08 09:06:40,shopee.vn,143.92.75.65,53,6.538
Singapore,2023-10-08 09:06:40,shopee.vn,143.92.75.65,53,9.673
Singapore,2023-10-08 09:06:40,shopee.vn,143.92.75.65,53,9.871
Singapore,2023-10-08 09:06:40,shopee.vn,143.92.75.65,53,8.804
Singapore,2023-10-08 09:06:43,shopback.sg,104.26.6.84,57,7.009
Singapore,2023-10-08 09:06:43,shopback.sg,104.26.6.84,57,11.579
Singapore,2023-10-08 09:06:43,shopback.sg,104.26.6.84,57,8.008
Singapore,2023-10-08 09:06:43,shopback.sg,104.26.6.84,57,8.260
Singapore,2023-10-08 09:06:46,shopback.my,104.26.12.174,57,7.396
Singapore,2023-10-08 09:06:46,shopback.my,104.26.12.174,57,12.891
Singapore,2023-10-08 09:06:46,shopback.my,104.26.12.174,57,8.154
Singapore,2023-10-08 09:06:46,shopback.my,104.26.12.174,57,8.014
Singapore,2023-10-08 09:06:49,shopback.ph,104.26.2.165,57,7.331
Singapore,2023-10-08 09:06:49,shopback.ph,104.26.2.165,57,8.065
Singapore,2023-10-08 09:06:49,shopback.ph,104.26.2.165,57,9.717
Singapore,2023-10-08 09:06:49,shopback.ph,104.26.2.165,57,8.333
Singapore,2023-10-08 09:06:52,shopback.co.id,104.26.14.194,57,6.935
Singapore,2023-10-08 09:06:52,shopback.co.id,104.26.14.194,57,6.371
Singapore,2023-10-08 09:06:52,shopback.co.id,104.26.14.194,57,9.592
Singapore,2023-10-08 09:06:52,shopback.co.id,104.26.14.194,57,8.475
Singapore,2023-10-08 09:06:55,shopback.com,104.26.15.122,57,6.701
Singapore,2023-10-08 09:06:55,shopback.com,104.26.15.122,57,10.593
Singapore,2023-10-08 09:06:55,shopback.com,104.26.15.122,57,10.765
Singapore,2023-10-08 09:06:55,shopback.com,104.26.15.122,57,9.005
Singapore,2023-10-08 09:06:58,shopback.co.th,104.26.4.179,57,6.558
Singapore,2023-10-08 09:06:58,shopback.co.th,104.26.4.179,57,9.091
Singapore,2023-10-08 09:06:58,shopback.co.th,104.26.4.179,57,6.073
Singapore,2023-10-08 09:06:58,shopback.co.th,104.26.4.179,57,10.841
Singapore,2023-10-08 09:07:01,goshopback.vn,104.26.13.204,57,5.567
Singapore,2023-10-08 09:07:01,goshopback.vn,104.26.13.204,57,9.570
Singapore,2023-10-08 09:07:01,goshopback.vn,104.26.13.204,57,7.129
Singapore,2023-10-08 09:07:01,goshopback.vn,104.26.13.204,57,7.095
Singapore,2023-10-08 09:07:04,taobao.com,106.11.226.158,83,205.234
Singapore,2023-10-08 09:07:04,taobao.com,106.11.226.158,83,200.498
Singapore,2023-10-08 09:07:04,taobao.com,106.11.226.158,83,280.395
Singapore,2023-10-08 09:07:04,taobao.com,106.11.226.158,83,203.939
Singapore,2023-10-08 09:07:08,aliexpress.com,47.246.173.30,92,16.516
Singapore,2023-10-08 09:07:08,aliexpress.com,47.246.173.30,92,10.377
Singapore,2023-10-08 09:07:08,aliexpress.com,47.246.173.30,92,9.670
Singapore,2023-10-08 09:07:08,aliexpress.com,47.246.173.30,92,7.461
Singapore,2023-10-08 09:07:11,dhgate.com,104.69.47.90,58,7.246
Singapore,2023-10-08 09:07:11,dhgate.com,104.69.47.90,58,12.345
Singapore,2023-10-08 09:07:11,dhgate.com,104.69.47.90,58,12.572
Singapore,2023-10-08 09:07:11,dhgate.com,104.69.47.90,58,9.773
Singapore,2023-10-08 09:07:14,ezbuy.sg,101.32.104.234,54,6.465
Singapore,2023-10-08 09:07:14,ezbuy.sg,101.32.104.234,54,61.194
Singapore,2023-10-08 09:07:14,ezbuy.sg,101.32.104.234,54,120.229
Singapore,2023-10-08 09:07:14,ezbuy.sg,101.32.104.234,54,6.761
Singapore,2023-10-08 09:07:17,ezbuy.my,101.32.104.234,54,5.849
Singapore,2023-10-08 09:07:17,ezbuy.my,101.32.104.234,54,6.990
Singapore,2023-10-08 09:07:17,ezbuy.my,101.32.104.234,54,8.478
Singapore,2023-10-08 09:07:17,ezbuy.my,101.32.104.234,54,9.434
Singapore,2023-10-08 09:07:20,jd.com,211.144.27.126,42,238.488
Singapore,2023-10-08 09:07:20,jd.com,211.144.27.126,42,238.789
Singapore,2023-10-08 09:07:20,jd.com,211.144.27.126,42,301.055
Singapore,2023-10-08 09:07:20,jd.com,211.144.27.126,42,238.953
Singapore,2023-10-08 09:07:23,xiaohongshu.com,43.159.24.58,55,38.621
Singapore,2023-10-08 09:07:23,xiaohongshu.com,43.159.24.58,55,39.683
Singapore,2023-10-08 09:07:23,xiaohongshu.com,43.159.24.58,55,38.742
Singapore,2023-10-08 09:07:23,xiaohongshu.com,43.159.24.58,55,41.929
Singapore,2023-10-08 09:07:26,pinduoduo.com,124.156.123.148,52,39.334
Singapore,2023-10-08 09:07:26,pinduoduo.com,124.156.123.148,52,40.617
Singapore,2023-10-08 09:07:26,pinduoduo.com,124.156.123.148,52,43.883
Singapore,2023-10-08 09:07:26,pinduoduo.com,124.156.123.148,52,44.142
Singapore,2023-10-08 10:25:38,amazon.sg,3.33.208.126,244,7.689
Singapore,2023-10-08 10:25:38,amazon.sg,3.33.208.126,244,11.019
Singapore,2023-10-08 10:25:38,amazon.sg,3.33.208.126,244,10.307
Singapore,2023-10-08 10:25:38,amazon.sg,3.33.208.126,244,10.031
Singapore,2023-10-08 10:25:41,amazon.co.uk,178.236.7.220,232,190.404
Singapore,2023-10-08 10:25:41,amazon.co.uk,178.236.7.220,232,215.553
Singapore,2023-10-08 10:25:41,amazon.co.uk,178.236.7.220,232,193.531
Singapore,2023-10-08 10:25:41,amazon.co.uk,178.236.7.220,232,192.844
Singapore,2023-10-08 10:25:44,amazon.com,205.251.242.103,234,320.724
Singapore,2023-10-08 10:25:44,amazon.com,205.251.242.103,234,252.620
Singapore,2023-10-08 10:25:44,amazon.com,205.251.242.103,234,266.906
Singapore,2023-10-08 10:25:44,amazon.com,205.251.242.103,234,237.153
Singapore,2023-10-08 10:25:47,lazada.sg,47.246.167.230,93,6.720
Singapore,2023-10-08 10:25:47,lazada.sg,47.246.167.230,93,8.524
Singapore,2023-10-08 10:25:47,lazada.sg,47.246.167.230,93,8.361
Singapore,2023-10-08 10:25:47,lazada.sg,47.246.167.230,93,12.910
Singapore,2023-10-08 10:25:50,lazada.com.my,47.246.167.254,93,7.106
Singapore,2023-10-08 10:25:50,lazada.com.my,47.246.167.254,93,9.796
Singapore,2023-10-08 10:25:50,lazada.com.my,47.246.167.254,93,12.053
Singapore,2023-10-08 10:25:50,lazada.com.my,47.246.167.254,93,10.347
Singapore,2023-10-08 10:25:53,lazada.com.ph,47.246.167.252,93,6.912
Singapore,2023-10-08 10:25:53,lazada.com.ph,47.246.167.252,93,8.977
Singapore,2023-10-08 10:25:53,lazada.com.ph,47.246.167.252,93,7.068
Singapore,2023-10-08 10:25:53,lazada.com.ph,47.246.167.252,93,11.878
Singapore,2023-10-08 10:25:57,lazada.co.id,47.246.159.50,81,190.151
Singapore,2023-10-08 10:25:57,lazada.co.id,47.246.159.50,81,191.524
Singapore,2023-10-08 10:25:57,lazada.co.id,47.246.159.50,81,190.566
Singapore,2023-10-08 10:25:57,lazada.co.id,47.246.159.50,81,191.177
Singapore,2023-10-08 10:26:00,lazada.com,47.246.167.114,93,8.160
Singapore,2023-10-08 10:26:00,lazada.com,47.246.167.114,93,9.704
Singapore,2023-10-08 10:26:00,lazada.com,47.246.167.114,93,12.047
Singapore,2023-10-08 10:26:00,lazada.com,47.246.167.114,93,7.139
Singapore,2023-10-08 10:26:03,lazada.co.th,47.246.165.115,93,7.798
Singapore,2023-10-08 10:26:03,lazada.co.th,47.246.165.115,93,9.339
Singapore,2023-10-08 10:26:03,lazada.co.th,47.246.165.115,93,7.791
Singapore,2023-10-08 10:26:03,lazada.co.th,47.246.165.115,93,6.856
Singapore,2023-10-08 10:26:06,lazada.vn,47.246.167.254,93,6.856
Singapore,2023-10-08 10:26:06,lazada.vn,47.246.167.254,93,9.827
Singapore,2023-10-08 10:26:06,lazada.vn,47.246.167.254,93,8.174
Singapore,2023-10-08 10:26:06,lazada.vn,47.246.167.254,93,11.122
Singapore,2023-10-08 10:26:09,shopee.sg,143.92.75.65,53,6.597
Singapore,2023-10-08 10:26:09,shopee.sg,143.92.75.65,53,7.487
Singapore,2023-10-08 10:26:09,shopee.sg,143.92.75.65,53,11.565
Singapore,2023-10-08 10:26:09,shopee.sg,143.92.75.65,53,11.132
Singapore,2023-10-08 10:26:12,shopee.my,143.92.82.21,53,6.658
Singapore,2023-10-08 10:26:12,shopee.my,143.92.82.21,53,8.510
Singapore,2023-10-08 10:26:12,shopee.my,143.92.82.21,53,8.893
Singapore,2023-10-08 10:26:12,shopee.my,143.92.82.21,53,15.451
Singapore,2023-10-08 10:26:15,shopee.ph,143.92.75.65,53,6.415
Singapore,2023-10-08 10:26:15,shopee.ph,143.92.75.65,53,10.433
Singapore,2023-10-08 10:26:15,shopee.ph,143.92.75.65,53,9.618
Singapore,2023-10-08 10:26:15,shopee.ph,143.92.75.65,53,7.317
Singapore,2023-10-08 10:26:18,shopee.co.id,202.181.90.248,53,7.608
Singapore,2023-10-08 10:26:18,shopee.co.id,202.181.90.248,53,12.037
Singapore,2023-10-08 10:26:18,shopee.co.id,202.181.90.248,53,12.095
Singapore,2023-10-08 10:26:18,shopee.co.id,202.181.90.248,53,12.293
Singapore,2023-10-08 10:26:21,shopee.com,143.92.82.21,53,6.382
Singapore,2023-10-08 10:26:21,shopee.com,143.92.82.21,53,11.167
Singapore,2023-10-08 10:26:21,shopee.com,143.92.82.21,53,9.325
Singapore,2023-10-08 10:26:21,shopee.com,143.92.82.21,53,11.247
Singapore,2023-10-08 10:26:24,shopee.co.th,103.120.246.129,52,35.004
Singapore,2023-10-08 10:26:24,shopee.co.th,103.120.246.129,52,36.592
Singapore,2023-10-08 10:26:24,shopee.co.th,103.120.246.129,52,39.435
Singapore,2023-10-08 10:26:24,shopee.co.th,103.120.246.129,52,38.678
Singapore,2023-10-08 10:26:27,shopee.vn,143.92.75.65,53,6.623
Singapore,2023-10-08 10:26:27,shopee.vn,143.92.75.65,53,7.755
Singapore,2023-10-08 10:26:27,shopee.vn,143.92.75.65,53,9.345
Singapore,2023-10-08 10:26:27,shopee.vn,143.92.75.65,53,9.918
Singapore,2023-10-08 10:26:30,shopback.sg,172.67.70.227,57,7.881
Singapore,2023-10-08 10:26:30,shopback.sg,172.67.70.227,57,8.294
Singapore,2023-10-08 10:26:30,shopback.sg,172.67.70.227,57,11.834
Singapore,2023-10-08 10:26:30,shopback.sg,172.67.70.227,57,9.861
Singapore,2023-10-08 10:26:33,shopback.my,104.26.13.174,57,6.359
Singapore,2023-10-08 10:26:33,shopback.my,104.26.13.174,57,11.106
Singapore,2023-10-08 10:26:33,shopback.my,104.26.13.174,57,11.743
Singapore,2023-10-08 10:26:33,shopback.my,104.26.13.174,57,9.092
Singapore,2023-10-08 10:26:37,shopback.ph,104.26.2.165,57,7.514
Singapore,2023-10-08 10:26:37,shopback.ph,104.26.2.165,57,12.148
Singapore,2023-10-08 10:26:37,shopback.ph,104.26.2.165,57,10.678
Singapore,2023-10-08 10:26:37,shopback.ph,104.26.2.165,57,10.425
Singapore,2023-10-08 10:26:40,shopback.co.id,172.67.72.248,57,6.285
Singapore,2023-10-08 10:26:40,shopback.co.id,172.67.72.248,57,11.288
Singapore,2023-10-08 10:26:40,shopback.co.id,172.67.72.248,57,11.361
Singapore,2023-10-08 10:26:40,shopback.co.id,172.67.72.248,57,10.166
Singapore,2023-10-08 10:26:43,shopback.com,172.67.69.86,57,7.436
Singapore,2023-10-08 10:26:43,shopback.com,172.67.69.86,57,8.487
Singapore,2023-10-08 10:26:43,shopback.com,172.67.69.86,57,8.996
Singapore,2023-10-08 10:26:43,shopback.com,172.67.69.86,57,7.672
Singapore,2023-10-08 10:26:46,shopback.co.th,104.26.5.179,57,6.050
Singapore,2023-10-08 10:26:46,shopback.co.th,104.26.5.179,57,6.395
Singapore,2023-10-08 10:26:46,shopback.co.th,104.26.5.179,57,6.131
Singapore,2023-10-08 10:26:46,shopback.co.th,104.26.5.179,57,11.915
Singapore,2023-10-08 10:26:49,goshopback.vn,104.26.13.204,57,7.812
Singapore,2023-10-08 10:26:49,goshopback.vn,104.26.13.204,57,8.456
Singapore,2023-10-08 10:26:49,goshopback.vn,104.26.13.204,57,9.169
Singapore,2023-10-08 10:26:49,goshopback.vn,104.26.13.204,57,9.919
Singapore,2023-10-08 10:26:52,taobao.com,59.82.122.115,84,187.267
Singapore,2023-10-08 10:26:52,taobao.com,59.82.122.115,84,188.665
Singapore,2023-10-08 10:26:52,taobao.com,59.82.122.115,84,189.078
Singapore,2023-10-08 10:26:52,taobao.com,59.82.122.115,84,187.354
Singapore,2023-10-08 10:26:55,aliexpress.com,47.246.173.30,92,6.971
Singapore,2023-10-08 10:26:55,aliexpress.com,47.246.173.30,92,10.611
Singapore,2023-10-08 10:26:55,aliexpress.com,47.246.173.30,92,8.121
Singapore,2023-10-08 10:26:55,aliexpress.com,47.246.173.30,92,7.108
Singapore,2023-10-08 10:26:58,dhgate.com,104.69.47.90,58,5.702
Singapore,2023-10-08 10:26:58,dhgate.com,104.69.47.90,58,7.377
Singapore,2023-10-08 10:26:58,dhgate.com,104.69.47.90,58,6.936
Singapore,2023-10-08 10:26:58,dhgate.com,104.69.47.90,58,10.774
Singapore,2023-10-08 10:27:01,ezbuy.sg,101.32.104.234,54,6.654
Singapore,2023-10-08 10:27:01,ezbuy.sg,101.32.104.234,54,10.984
Singapore,2023-10-08 10:27:01,ezbuy.sg,101.32.104.234,54,9.672
Singapore,2023-10-08 10:27:01,ezbuy.sg,101.32.104.234,54,7.397
Singapore,2023-10-08 10:27:04,ezbuy.my,101.32.104.234,54,6.598
Singapore,2023-10-08 10:27:04,ezbuy.my,101.32.104.234,54,44.092
Singapore,2023-10-08 10:27:04,ezbuy.my,101.32.104.234,54,8.437
Singapore,2023-10-08 10:27:04,ezbuy.my,101.32.104.234,54,51.203
Singapore,2023-10-08 10:27:07,jd.com,111.13.149.108,40,366.073
Singapore,2023-10-08 10:27:07,jd.com,111.13.149.108,40,443.661
Singapore,2023-10-08 10:27:07,jd.com,111.13.149.108,40,414.769
Singapore,2023-10-08 10:27:07,jd.com,111.13.149.108,40,482.371
Singapore,2023-10-08 10:27:11,xiaohongshu.com,43.159.24.58,55,40.559
Singapore,2023-10-08 10:27:11,xiaohongshu.com,43.159.24.58,55,40.915
Singapore,2023-10-08 10:27:11,xiaohongshu.com,43.159.24.58,55,45.002
Singapore,2023-10-08 10:27:11,xiaohongshu.com,43.159.24.58,55,42.809
Singapore,2023-10-08 10:27:14,pinduoduo.com,124.156.123.148,52,39.791
Singapore,2023-10-08 10:27:14,pinduoduo.com,124.156.123.148,52,43.160
Singapore,2023-10-08 10:27:14,pinduoduo.com,124.156.123.148,52,39.896
Singapore,2023-10-08 10:27:14,pinduoduo.com,124.156.123.148,52,40.498
Singapore,2023-10-08 11:46:00,amazon.sg,3.33.208.126,244,6.396
Singapore,2023-10-08 11:46:00,amazon.sg,3.33.208.126,244,7.333
Singapore,2023-10-08 11:46:00,amazon.sg,3.33.208.126,244,10.215
Singapore,2023-10-08 11:46:00,amazon.sg,3.33.208.126,244,10.377
Singapore,2023-10-08 11:46:03,amazon.co.uk,54.239.34.171,233,180.901
Singapore,2023-10-08 11:46:03,amazon.co.uk,54.239.34.171,233,182.569
Singapore,2023-10-08 11:46:03,amazon.co.uk,54.239.34.171,233,179.436
Singapore,2023-10-08 11:46:03,amazon.co.uk,54.239.34.171,233,178.992
Singapore,2023-10-08 11:46:06,amazon.com,52.94.236.248,233,317.854
Singapore,2023-10-08 11:46:06,amazon.com,52.94.236.248,233,339.266
Singapore,2023-10-08 11:46:06,amazon.com,52.94.236.248,233,251.203
Singapore,2023-10-08 11:46:06,amazon.com,52.94.236.248,233,268.882
Singapore,2023-10-08 11:46:09,lazada.sg,47.246.165.72,93,6.028
Singapore,2023-10-08 11:46:09,lazada.sg,47.246.165.72,93,10.369
Singapore,2023-10-08 11:46:09,lazada.sg,47.246.165.72,93,9.957
Singapore,2023-10-08 11:46:09,lazada.sg,47.246.165.72,93,10.301
Singapore,2023-10-08 11:46:12,lazada.com.my,47.246.167.252,93,6.366
Singapore,2023-10-08 11:46:12,lazada.com.my,47.246.167.252,93,10.112
Singapore,2023-10-08 11:46:12,lazada.com.my,47.246.167.252,93,8.145
Singapore,2023-10-08 11:46:12,lazada.com.my,47.246.167.252,93,11.827
Singapore,2023-10-08 11:46:15,lazada.com.ph,47.246.167.252,93,6.462
Singapore,2023-10-08 11:46:15,lazada.com.ph,47.246.167.252,93,11.668
Singapore,2023-10-08 11:46:15,lazada.com.ph,47.246.167.252,93,8.225
Singapore,2023-10-08 11:46:15,lazada.com.ph,47.246.167.252,93,137.600
Singapore,2023-10-08 11:46:18,lazada.co.id,47.246.159.34,83,190.889
Singapore,2023-10-08 11:46:18,lazada.co.id,47.246.159.34,83,248.589
Singapore,2023-10-08 11:46:18,lazada.co.id,47.246.159.34,83,191.451
Singapore,2023-10-08 11:46:18,lazada.co.id,47.246.159.34,83,195.623
Singapore,2023-10-08 11:46:22,lazada.com,47.246.167.254,93,6.287
Singapore,2023-10-08 11:46:22,lazada.com,47.246.167.254,93,10.043
Singapore,2023-10-08 11:46:22,lazada.com,47.246.167.254,93,7.861
Singapore,2023-10-08 11:46:22,lazada.com,47.246.167.254,93,8.086
Singapore,2023-10-08 11:46:25,lazada.co.th,47.246.167.254,93,5.872
Singapore,2023-10-08 11:46:25,lazada.co.th,47.246.167.254,93,10.741
Singapore,2023-10-08 11:46:25,lazada.co.th,47.246.167.254,93,6.632
Singapore,2023-10-08 11:46:25,lazada.co.th,47.246.167.254,93,8.224
Singapore,2023-10-08 11:46:28,lazada.vn,47.246.165.39,93,6.025
Singapore,2023-10-08 11:46:28,lazada.vn,47.246.165.39,93,7.640
Singapore,2023-10-08 11:46:28,lazada.vn,47.246.165.39,93,5.501
Singapore,2023-10-08 11:46:28,lazada.vn,47.246.165.39,93,8.948
Singapore,2023-10-08 11:46:31,shopee.sg,143.92.75.65,53,6.844
Singapore,2023-10-08 11:46:31,shopee.sg,143.92.75.65,53,7.334
Singapore,2023-10-08 11:46:31,shopee.sg,143.92.75.65,53,9.824
Singapore,2023-10-08 11:46:31,shopee.sg,143.92.75.65,53,10.864
Singapore,2023-10-08 11:46:34,shopee.my,143.92.82.21,53,8.100
Singapore,2023-10-08 11:46:34,shopee.my,143.92.82.21,53,8.908
Singapore,2023-10-08 11:46:34,shopee.my,143.92.82.21,53,10.405
Singapore,2023-10-08 11:46:34,shopee.my,143.92.82.21,53,9.288
Singapore,2023-10-08 11:46:37,shopee.ph,143.92.75.65,53,8.494
Singapore,2023-10-08 11:46:37,shopee.ph,143.92.75.65,53,9.463
Singapore,2023-10-08 11:46:37,shopee.ph,143.92.75.65,53,14.350
Singapore,2023-10-08 11:46:37,shopee.ph,143.92.75.65,53,8.141
Singapore,2023-10-08 11:46:40,shopee.co.id,202.181.90.248,53,6.849
Singapore,2023-10-08 11:46:40,shopee.co.id,202.181.90.248,53,9.859
Singapore,2023-10-08 11:46:40,shopee.co.id,202.181.90.248,53,10.118
Singapore,2023-10-08 11:46:40,shopee.co.id,202.181.90.248,53,8.532
Singapore,2023-10-08 11:46:43,shopee.com,143.92.82.21,53,5.992
Singapore,2023-10-08 11:46:43,shopee.com,143.92.82.21,53,7.047
Singapore,2023-10-08 11:46:43,shopee.com,143.92.82.21,53,8.997
Singapore,2023-10-08 11:46:43,shopee.com,143.92.82.21,53,11.594
Singapore,2023-10-08 11:46:46,shopee.co.th,143.92.75.65,53,6.956
Singapore,2023-10-08 11:46:46,shopee.co.th,143.92.75.65,53,7.732
Singapore,2023-10-08 11:46:46,shopee.co.th,143.92.75.65,53,9.681
Singapore,2023-10-08 11:46:46,shopee.co.th,143.92.75.65,53,9.868
Singapore,2023-10-08 11:46:49,shopee.vn,143.92.75.65,53,7.001
Singapore,2023-10-08 11:46:49,shopee.vn,143.92.75.65,53,10.365
Singapore,2023-10-08 11:46:49,shopee.vn,143.92.75.65,53,7.583
Singapore,2023-10-08 11:46:49,shopee.vn,143.92.75.65,53,7.703
Singapore,2023-10-08 11:46:52,shopback.sg,172.67.70.227,57,6.184
Singapore,2023-10-08 11:46:52,shopback.sg,172.67.70.227,57,9.936
Singapore,2023-10-08 11:46:52,shopback.sg,172.67.70.227,57,8.287
Singapore,2023-10-08 11:46:52,shopback.sg,172.67.70.227,57,10.005
Singapore,2023-10-08 11:46:55,shopback.my,104.26.13.174,57,7.178
Singapore,2023-10-08 11:46:55,shopback.my,104.26.13.174,57,10.731
Singapore,2023-10-08 11:46:55,shopback.my,104.26.13.174,57,8.029
Singapore,2023-10-08 11:46:55,shopback.my,104.26.13.174,57,9.495
Singapore,2023-10-08 11:46:59,shopback.ph,172.67.68.93,57,5.786
Singapore,2023-10-08 11:46:59,shopback.ph,172.67.68.93,57,9.229
Singapore,2023-10-08 11:46:59,shopback.ph,172.67.68.93,57,7.280
Singapore,2023-10-08 11:46:59,shopback.ph,172.67.68.93,57,6.284
Singapore,2023-10-08 11:47:02,shopback.co.id,172.67.72.248,57,8.900
Singapore,2023-10-08 11:47:02,shopback.co.id,172.67.72.248,57,8.497
Singapore,2023-10-08 11:47:02,shopback.co.id,172.67.72.248,57,8.921
Singapore,2023-10-08 11:47:02,shopback.co.id,172.67.72.248,57,6.625
Singapore,2023-10-08 11:47:05,shopback.com,104.26.15.122,57,5.843
Singapore,2023-10-08 11:47:05,shopback.com,104.26.15.122,57,8.399
Singapore,2023-10-08 11:47:05,shopback.com,104.26.15.122,57,9.300
Singapore,2023-10-08 11:47:05,shopback.com,104.26.15.122,57,7.652
Singapore,2023-10-08 11:47:08,shopback.co.th,172.67.71.47,57,7.118
Singapore,2023-10-08 11:47:08,shopback.co.th,172.67.71.47,57,9.091
Singapore,2023-10-08 11:47:08,shopback.co.th,172.67.71.47,57,8.530
Singapore,2023-10-08 11:47:08,shopback.co.th,172.67.71.47,57,10.961
Singapore,2023-10-08 11:47:11,goshopback.vn,172.67.71.159,57,4.896
Singapore,2023-10-08 11:47:11,goshopback.vn,172.67.71.159,57,9.633
Singapore,2023-10-08 11:47:11,goshopback.vn,172.67.71.159,57,7.383
Singapore,2023-10-08 11:47:11,goshopback.vn,172.67.71.159,57,9.145
Singapore,2023-10-08 11:47:14,taobao.com,59.82.122.115,84,179.693
Singapore,2023-10-08 11:47:14,taobao.com,59.82.122.115,84,182.037
Singapore,2023-10-08 11:47:14,taobao.com,59.82.122.115,84,183.134
Singapore,2023-10-08 11:47:14,taobao.com,59.82.122.115,84,182.316
Singapore,2023-10-08 11:47:17,aliexpress.com,47.246.173.237,92,7.266
Singapore,2023-10-08 11:47:17,aliexpress.com,47.246.173.237,92,9.550
Singapore,2023-10-08 11:47:17,aliexpress.com,47.246.173.237,92,8.166
Singapore,2023-10-08 11:47:17,aliexpress.com,47.246.173.237,92,8.572
Singapore,2023-10-08 11:47:20,dhgate.com,184.85.181.146,53,167.680
Singapore,2023-10-08 11:47:20,dhgate.com,184.85.181.146,53,168.641
Singapore,2023-10-08 11:47:20,dhgate.com,184.85.181.146,53,167.695
Singapore,2023-10-08 11:47:20,dhgate.com,184.85.181.146,53,167.779
Singapore,2023-10-08 11:47:23,ezbuy.sg,101.32.104.234,54,5.417
Singapore,2023-10-08 11:47:23,ezbuy.sg,101.32.104.234,54,11.526
Singapore,2023-10-08 11:47:23,ezbuy.sg,101.32.104.234,54,7.190
Singapore,2023-10-08 11:47:23,ezbuy.sg,101.32.104.234,54,9.704
Singapore,2023-10-08 11:47:26,ezbuy.my,101.32.104.234,54,5.448
Singapore,2023-10-08 11:47:26,ezbuy.my,101.32.104.234,54,6.876
Singapore,2023-10-08 11:47:26,ezbuy.my,101.32.104.234,54,8.852
Singapore,2023-10-08 11:47:26,ezbuy.my,101.32.104.234,54,8.644
Singapore,2023-10-08 11:47:30,jd.com,111.13.149.108,40,408.054
Singapore,2023-10-08 11:47:30,jd.com,111.13.149.108,40,368.327
Singapore,2023-10-08 11:47:30,jd.com,111.13.149.108,40,440.018
Singapore,2023-10-08 11:47:30,jd.com,111.13.149.108,40,459.085
Singapore,2023-10-08 11:47:33,xiaohongshu.com,43.159.24.58,55,39.628
Singapore,2023-10-08 11:47:33,xiaohongshu.com,43.159.24.58,55,41.280
Singapore,2023-10-08 11:47:33,xiaohongshu.com,43.159.24.58,55,41.139
Singapore,2023-10-08 11:47:33,xiaohongshu.com,43.159.24.58,55,43.445
Singapore,2023-10-08 11:47:36,pinduoduo.com,124.156.123.148,52,39.908
Singapore,2023-10-08 11:47:36,pinduoduo.com,124.156.123.148,52,42.017
Singapore,2023-10-08 11:47:36,pinduoduo.com,124.156.123.148,52,42.638
Singapore,2023-10-08 11:47:36,pinduoduo.com,124.156.123.148,52,42.156
Singapore,2023-10-08 13:07:35,amazon.sg,15.197.251.41,244,7.630
Singapore,2023-10-08 13:07:35,amazon.sg,15.197.251.41,244,8.634
Singapore,2023-10-08 13:07:35,amazon.sg,15.197.251.41,244,7.621
Singapore,2023-10-08 13:07:35,amazon.sg,15.197.251.41,244,7.922
Singapore,2023-10-08 13:07:38,amazon.co.uk,54.239.33.58,230,188.158
Singapore,2023-10-08 13:07:38,amazon.co.uk,54.239.33.58,230,199.252
Singapore,2023-10-08 13:07:38,amazon.co.uk,54.239.33.58,230,188.139
Singapore,2023-10-08 13:07:38,amazon.co.uk,54.239.33.58,230,188.357
Singapore,2023-10-08 13:07:41,amazon.com,52.94.236.248,233,230.309
Singapore,2023-10-08 13:07:41,amazon.com,52.94.236.248,233,235.083
Singapore,2023-10-08 13:07:41,amazon.com,52.94.236.248,233,259.595
Singapore,2023-10-08 13:07:41,amazon.com,52.94.236.248,233,229.284
Singapore,2023-10-08 13:07:44,lazada.sg,47.246.167.230,93,35.962
Singapore,2023-10-08 13:07:44,lazada.sg,47.246.167.230,93,6.276
Singapore,2023-10-08 13:07:44,lazada.sg,47.246.167.230,93,32.094
Singapore,2023-10-08 13:07:44,lazada.sg,47.246.167.230,93,10.646
Singapore,2023-10-08 13:07:47,lazada.com.my,47.246.165.115,93,36.808
Singapore,2023-10-08 13:07:47,lazada.com.my,47.246.165.115,93,37.665
Singapore,2023-10-08 13:07:47,lazada.com.my,47.246.165.115,93,6.136
Singapore,2023-10-08 13:07:47,lazada.com.my,47.246.165.115,93,6.557
Singapore,2023-10-08 13:07:51,lazada.com.ph,47.246.165.115,93,26.732
Singapore,2023-10-08 13:07:51,lazada.com.ph,47.246.165.115,93,6.154
Singapore,2023-10-08 13:07:51,lazada.com.ph,47.246.165.115,93,36.318
Singapore,2023-10-08 13:07:51,lazada.com.ph,47.246.165.115,93,8.882
Singapore,2023-10-08 13:07:54,lazada.co.id,47.246.159.216,80,195.844
Singapore,2023-10-08 13:07:54,lazada.co.id,47.246.159.216,80,192.002
Singapore,2023-10-08 13:07:54,lazada.co.id,47.246.159.216,80,191.433
Singapore,2023-10-08 13:07:54,lazada.co.id,47.246.159.216,80,221.236
Singapore,2023-10-08 13:07:57,lazada.com,47.246.167.7,93,36.305
Singapore,2023-10-08 13:07:57,lazada.com,47.246.167.7,93,6.737
