vpn,datetime,website,ip,ttl,time
Singapore,2023-10-08 02:30:22,amazon.sg,15.197.251.41,244,11.745
Singapore,2023-10-08 02:30:22,amazon.sg,15.197.251.41,244,8.638
Singapore,2023-10-08 02:30:22,amazon.sg,15.197.251.41,244,7.367
Singapore,2023-10-08 02:30:22,amazon.sg,15.197.251.41,244,10.296
Singapore,2023-10-08 02:30:25,amazon.co.uk,178.236.7.220,232,189.773
Singapore,2023-10-08 02:30:25,amazon.co.uk,178.236.7.220,232,189.981
Singapore,2023-10-08 02:30:25,amazon.co.uk,178.236.7.220,232,190.725
Singapore,2023-10-08 02:30:25,amazon.co.uk,178.236.7.220,232,193.253
Singapore,2023-10-08 02:30:28,amazon.com,54.239.28.85,230,244.746
Singapore,2023-10-08 02:30:28,amazon.com,54.239.28.85,230,234.996
Singapore,2023-10-08 02:30:28,amazon.com,54.239.28.85,230,230.809
Singapore,2023-10-08 02:30:28,amazon.com,54.239.28.85,230,300.430
Singapore,2023-10-08 02:30:31,lazada.sg,47.246.165.72,93,7.478
Singapore,2023-10-08 02:30:31,lazada.sg,47.246.165.72,93,9.633
Singapore,2023-10-08 02:30:31,lazada.sg,47.246.165.72,93,8.855
Singapore,2023-10-08 02:30:31,lazada.sg,47.246.165.72,93,10.841
Singapore,2023-10-08 02:30:35,lazada.com.my,47.246.167.252,93,7.189
Singapore,2023-10-08 02:30:35,lazada.com.my,47.246.167.252,93,10.676
Singapore,2023-10-08 02:30:35,lazada.com.my,47.246.167.252,93,9.521
Singapore,2023-10-08 02:30:35,lazada.com.my,47.246.167.252,93,9.849
Singapore,2023-10-08 02:30:38,lazada.com.ph,47.246.165.39,93,6.023
Singapore,2023-10-08 02:30:38,lazada.com.ph,47.246.165.39,93,9.314
Singapore,2023-10-08 02:30:38,lazada.com.ph,47.246.165.39,93,8.979
Singapore,2023-10-08 02:30:38,lazada.com.ph,47.246.165.39,93,7.980
Singapore,2023-10-08 02:30:41,lazada.co.id,47.246.159.50,81,190.472
Singapore,2023-10-08 02:30:41,lazada.co.id,47.246.159.50,81,190.547
Singapore,2023-10-08 02:30:41,lazada.co.id,47.246.159.50,81,190.007
Singapore,2023-10-08 02:30:41,lazada.co.id,47.246.159.50,81,193.148
Singapore,2023-10-08 02:30:44,lazada.com,47.246.165.111,93,5.619
Singapore,2023-10-08 02:30:44,lazada.com,47.246.165.111,93,11.519
Singapore,2023-10-08 02:30:44,lazada.com,47.246.165.111,93,7.040
Singapore,2023-10-08 02:30:44,lazada.com,47.246.165.111,93,7.260
Singapore,2023-10-08 02:30:47,lazada.co.th,47.246.167.252,93,7.582
Singapore,2023-10-08 02:30:47,lazada.co.th,47.246.167.252,93,9.242
Singapore,2023-10-08 02:30:47,lazada.co.th,47.246.167.252,93,6.417
Singapore,2023-10-08 02:30:47,lazada.co.th,47.246.167.252,93,12.659
Singapore,2023-10-08 02:30:50,lazada.vn,47.246.165.39,93,5.845
Singapore,2023-10-08 02:30:50,lazada.vn,47.246.165.39,93,10.663
Singapore,2023-10-08 02:30:50,lazada.vn,47.246.165.39,93,11.393
Singapore,2023-10-08 02:30:50,lazada.vn,47.246.165.39,93,7.857
Singapore,2023-10-08 02:30:53,shopee.sg,143.92.75.65,53,5.841
Singapore,2023-10-08 02:30:53,shopee.sg,143.92.75.65,53,9.374
Singapore,2023-10-08 02:30:53,shopee.sg,143.92.75.65,53,11.023
Singapore,2023-10-08 02:30:53,shopee.sg,143.92.75.65,53,6.125
Singapore,2023-10-08 02:30:56,shopee.my,143.92.82.21,53,6.534
Singapore,2023-10-08 02:30:56,shopee.my,143.92.82.21,53,7.938
Singapore,2023-10-08 02:30:56,shopee.my,143.92.82.21,53,11.325
Singapore,2023-10-08 02:30:56,shopee.my,143.92.82.21,53,8.046
Singapore,2023-10-08 02:30:59,shopee.ph,143.92.75.65,53,5.730
Singapore,2023-10-08 02:30:59,shopee.ph,143.92.75.65,53,7.184
Singapore,2023-10-08 02:30:59,shopee.ph,143.92.75.65,53,10.197
Singapore,2023-10-08 02:30:59,shopee.ph,143.92.75.65,53,6.948
Singapore,2023-10-08 02:31:02,shopee.co.id,202.181.90.248,53,7.424
Singapore,2023-10-08 02:31:02,shopee.co.id,202.181.90.248,53,11.669
Singapore,2023-10-08 02:31:02,shopee.co.id,202.181.90.248,53,11.554
Singapore,2023-10-08 02:31:02,shopee.co.id,202.181.90.248,53,7.523
Singapore,2023-10-08 02:31:05,shopee.com,143.92.82.21,53,9.269
Singapore,2023-10-08 02:31:05,shopee.com,143.92.82.21,53,8.250
Singapore,2023-10-08 02:31:05,shopee.com,143.92.82.21,53,7.581
Singapore,2023-10-08 02:31:05,shopee.com,143.92.82.21,53,8.650
Singapore,2023-10-08 02:31:08,shopee.co.th,143.92.75.65,53,6.474
Singapore,2023-10-08 02:31:08,shopee.co.th,143.92.75.65,53,7.775
Singapore,2023-10-08 02:31:08,shopee.co.th,143.92.75.65,53,10.130
Singapore,2023-10-08 02:31:08,shopee.co.th,143.92.75.65,53,7.064
Singapore,2023-10-08 02:31:11,shopee.vn,103.117.240.34,47,55.389
Singapore,2023-10-08 02:31:11,shopee.vn,103.117.240.34,47,56.124
Singapore,2023-10-08 02:31:11,shopee.vn,103.117.240.34,47,59.530
Singapore,2023-10-08 02:31:11,shopee.vn,103.117.240.34,47,56.693
Singapore,2023-10-08 02:31:14,shopback.sg,104.26.7.84,57,6.399
Singapore,2023-10-08 02:31:14,shopback.sg,104.26.7.84,57,7.145
Singapore,2023-10-08 02:31:14,shopback.sg,104.26.7.84,57,67.977
Singapore,2023-10-08 02:31:14,shopback.sg,104.26.7.84,57,133.556
Singapore,2023-10-08 02:31:18,shopback.my,172.67.74.154,57,4.467
Singapore,2023-10-08 02:31:18,shopback.my,172.67.74.154,57,42.868
Singapore,2023-10-08 02:31:18,shopback.my,172.67.74.154,57,9.107
Singapore,2023-10-08 02:31:18,shopback.my,172.67.74.154,57,10.364
Singapore,2023-10-08 02:31:21,shopback.ph,104.26.2.165,57,6.565
Singapore,2023-10-08 02:31:21,shopback.ph,104.26.2.165,57,9.526
Singapore,2023-10-08 02:31:21,shopback.ph,104.26.2.165,57,9.167
Singapore,2023-10-08 02:31:21,shopback.ph,104.26.2.165,57,8.196
Singapore,2023-10-08 02:31:24,shopback.co.id,104.26.14.194,57,7.385
Singapore,2023-10-08 02:31:24,shopback.co.id,104.26.14.194,57,6.111
Singapore,2023-10-08 02:31:24,shopback.co.id,104.26.14.194,57,7.272
Singapore,2023-10-08 02:31:24,shopback.co.id,104.26.14.194,57,9.987
Singapore,2023-10-08 02:31:27,shopback.com,172.67.69.86,57,5.766
Singapore,2023-10-08 02:31:27,shopback.com,172.67.69.86,57,7.674
Singapore,2023-10-08 02:31:27,shopback.com,172.67.69.86,57,9.557
Singapore,2023-10-08 02:31:27,shopback.com,172.67.69.86,57,9.469
Singapore,2023-10-08 02:31:30,shopback.co.th,104.26.5.179,57,5.777
Singapore,2023-10-08 02:31:30,shopback.co.th,104.26.5.179,57,9.159
Singapore,2023-10-08 02:31:30,shopback.co.th,104.26.5.179,57,10.238
Singapore,2023-10-08 02:31:30,shopback.co.th,104.26.5.179,57,8.516
Singapore,2023-10-08 02:31:33,goshopback.vn,104.26.12.204,57,6.725
Singapore,2023-10-08 02:31:33,goshopback.vn,104.26.12.204,57,8.010
Singapore,2023-10-08 02:31:33,goshopback.vn,104.26.12.204,57,8.546
Singapore,2023-10-08 02:31:33,goshopback.vn,104.26.12.204,57,8.194
Singapore,2023-10-08 02:31:36,taobao.com,59.82.122.115,84,181.617
Singapore,2023-10-08 02:31:36,taobao.com,59.82.122.115,84,183.044
Singapore,2023-10-08 02:31:36,taobao.com,59.82.122.115,84,180.821
Singapore,2023-10-08 02:31:36,taobao.com,59.82.122.115,84,184.151
Singapore,2023-10-08 02:31:39,aliexpress.com,47.246.173.237,92,8.328
Singapore,2023-10-08 02:31:39,aliexpress.com,47.246.173.237,92,9.673
Singapore,2023-10-08 02:31:39,aliexpress.com,47.246.173.237,92,5.894
Singapore,2023-10-08 02:31:39,aliexpress.com,47.246.173.237,92,8.566
Singapore,2023-10-08 02:31:42,dhgate.com,95.100.227.191,50,163.440
Singapore,2023-10-08 02:31:42,dhgate.com,95.100.227.191,50,164.251
Singapore,2023-10-08 02:31:42,dhgate.com,95.100.227.191,50,162.795
Singapore,2023-10-08 02:31:42,dhgate.com,95.100.227.191,50,163.085
Singapore,2023-10-08 02:31:45,ezbuy.sg,101.32.104.234,54,6.027
Singapore,2023-10-08 02:31:45,ezbuy.sg,101.32.104.234,54,10.556
Singapore,2023-10-08 02:31:45,ezbuy.sg,101.32.104.234,54,7.864
Singapore,2023-10-08 02:31:45,ezbuy.sg,101.32.104.234,54,6.379
Singapore,2023-10-08 02:31:48,ezbuy.my,101.32.104.234,54,5.605
Singapore,2023-10-08 02:31:48,ezbuy.my,101.32.104.234,54,9.603
Singapore,2023-10-08 02:31:48,ezbuy.my,101.32.104.234,54,6.266
Singapore,2023-10-08 02:31:53,jd.com,111.13.28.213,39,367.399
Singapore,2023-10-08 02:31:53,jd.com,111.13.28.213,39,365.693
Singapore,2023-10-08 02:31:53,jd.com,111.13.28.213,39,366.612
Singapore,2023-10-08 02:31:53,jd.com,111.13.28.213,39,363.480
Singapore,2023-10-08 02:32:12,xiaohongshu.com,43.159.24.58,55,39.757
Singapore,2023-10-08 02:32:12,xiaohongshu.com,43.159.24.58,55,39.841
Singapore,2023-10-08 02:32:12,xiaohongshu.com,43.159.24.58,55,42.342
Singapore,2023-10-08 02:32:12,xiaohongshu.com,43.159.24.58,55,40.396
Singapore,2023-10-08 02:32:15,pinduoduo.com,124.156.123.148,52,38.823
Singapore,2023-10-08 02:32:15,pinduoduo.com,124.156.123.148,52,40.509
Singapore,2023-10-08 02:32:15,pinduoduo.com,124.156.123.148,52,40.335
Singapore,2023-10-08 02:32:15,pinduoduo.com,124.156.123.148,52,40.562
Singapore,2023-10-08 03:49:00,amazon.sg,15.197.251.41,244,6.043
Singapore,2023-10-08 03:49:00,amazon.sg,15.197.251.41,244,5.990
Singapore,2023-10-08 03:49:00,amazon.sg,15.197.251.41,244,10.089
Singapore,2023-10-08 03:49:00,amazon.sg,15.197.251.41,244,10.560
Singapore,2023-10-08 03:49:03,amazon.co.uk,178.236.7.220,232,190.137
Singapore,2023-10-08 03:49:03,amazon.co.uk,178.236.7.220,232,190.894
Singapore,2023-10-08 03:49:03,amazon.co.uk,178.236.7.220,232,192.291
Singapore,2023-10-08 03:49:03,amazon.co.uk,178.236.7.220,232,190.350
Singapore,2023-10-08 03:49:06,amazon.com,52.94.236.248,233,230.735
Singapore,2023-10-08 03:49:06,amazon.com,52.94.236.248,233,248.813
Singapore,2023-10-08 03:49:06,amazon.com,52.94.236.248,233,232.237
Singapore,2023-10-08 03:49:06,amazon.com,52.94.236.248,233,287.284
Singapore,2023-10-08 03:49:09,lazada.sg,47.246.167.45,93,7.598
Singapore,2023-10-08 03:49:09,lazada.sg,47.246.167.45,93,8.031
Singapore,2023-10-08 03:49:09,lazada.sg,47.246.167.45,93,13.334
Singapore,2023-10-08 03:49:09,lazada.sg,47.246.167.45,93,9.613
Singapore,2023-10-08 03:49:12,lazada.com.my,47.246.165.72,93,8.011
Singapore,2023-10-08 03:49:12,lazada.com.my,47.246.165.72,93,10.039
Singapore,2023-10-08 03:49:12,lazada.com.my,47.246.165.72,93,9.355
Singapore,2023-10-08 03:49:12,lazada.com.my,47.246.165.72,93,8.857
Singapore,2023-10-08 03:49:15,lazada.com.ph,47.246.165.39,93,7.389
Singapore,2023-10-08 03:49:15,lazada.com.ph,47.246.165.39,93,13.146
Singapore,2023-10-08 03:49:15,lazada.com.ph,47.246.165.39,93,9.528
Singapore,2023-10-08 03:49:15,lazada.com.ph,47.246.165.39,93,9.641
Singapore,2023-10-08 03:49:18,lazada.co.id,47.246.158.42,80,199.229
Singapore,2023-10-08 03:49:18,lazada.co.id,47.246.158.42,80,203.634
Singapore,2023-10-08 03:49:18,lazada.co.id,47.246.158.42,80,202.013
Singapore,2023-10-08 03:49:18,lazada.co.id,47.246.158.42,80,200.567
Singapore,2023-10-08 03:49:22,lazada.com,47.246.165.111,93,5.763
Singapore,2023-10-08 03:49:22,lazada.com,47.246.165.111,93,7.326
Singapore,2023-10-08 03:49:22,lazada.com,47.246.165.111,93,8.002
Singapore,2023-10-08 03:49:22,lazada.com,47.246.165.111,93,10.789
Singapore,2023-10-08 03:49:25,lazada.co.th,47.246.167.252,93,6.574
Singapore,2023-10-08 03:49:25,lazada.co.th,47.246.167.252,93,8.867
Singapore,2023-10-08 03:49:25,lazada.co.th,47.246.167.252,93,10.889
Singapore,2023-10-08 03:49:25,lazada.co.th,47.246.167.252,93,10.468
Singapore,2023-10-08 03:49:28,lazada.vn,47.246.167.7,93,6.223
Singapore,2023-10-08 03:49:28,lazada.vn,47.246.167.7,93,7.932
Singapore,2023-10-08 03:49:28,lazada.vn,47.246.167.7,93,9.923
Singapore,2023-10-08 03:49:28,lazada.vn,47.246.167.7,93,11.046
Singapore,2023-10-08 03:49:31,shopee.sg,143.92.75.65,53,7.130
Singapore,2023-10-08 03:49:31,shopee.sg,143.92.75.65,53,10.324
Singapore,2023-10-08 03:49:31,shopee.sg,143.92.75.65,53,7.161
Singapore,2023-10-08 03:49:31,shopee.sg,143.92.75.65,53,8.927
Singapore,2023-10-08 03:49:34,shopee.my,143.92.82.21,53,7.511
Singapore,2023-10-08 03:49:34,shopee.my,143.92.82.21,53,11.990
Singapore,2023-10-08 03:49:34,shopee.my,143.92.82.21,53,7.512
Singapore,2023-10-08 03:49:34,shopee.my,143.92.82.21,53,11.445
Singapore,2023-10-08 03:49:37,shopee.ph,143.92.75.65,53,7.871
Singapore,2023-10-08 03:49:37,shopee.ph,143.92.75.65,53,8.287
Singapore,2023-10-08 03:49:37,shopee.ph,143.92.75.65,53,8.280
Singapore,2023-10-08 03:49:37,shopee.ph,143.92.75.65,53,7.195
Singapore,2023-10-08 03:49:40,shopee.co.id,202.181.90.248,53,8.493
Singapore,2023-10-08 03:49:40,shopee.co.id,202.181.90.248,53,9.063
Singapore,2023-10-08 03:49:40,shopee.co.id,202.181.90.248,53,8.285
Singapore,2023-10-08 03:49:40,shopee.co.id,202.181.90.248,53,10.985
Singapore,2023-10-08 03:49:43,shopee.com,143.92.82.21,53,8.824
Singapore,2023-10-08 03:49:43,shopee.com,143.92.82.21,53,9.962
Singapore,2023-10-08 03:49:43,shopee.com,143.92.82.21,53,9.752
Singapore,2023-10-08 03:49:43,shopee.com,143.92.82.21,53,7.494
Singapore,2023-10-08 03:49:46,shopee.co.th,103.120.246.129,52,33.851
Singapore,2023-10-08 03:49:46,shopee.co.th,103.120.246.129,52,37.636
Singapore,2023-10-08 03:49:46,shopee.co.th,103.120.246.129,52,39.271
Singapore,2023-10-08 03:49:46,shopee.co.th,103.120.246.129,52,39.099
Singapore,2023-10-08 03:49:49,shopee.vn,143.92.75.65,53,6.603
Singapore,2023-10-08 03:49:49,shopee.vn,143.92.75.65,53,12.372
Singapore,2023-10-08 03:49:49,shopee.vn,143.92.75.65,53,9.270
Singapore,2023-10-08 03:49:49,shopee.vn,143.92.75.65,53,9.382
Singapore,2023-10-08 03:49:52,shopback.sg,172.67.70.227,57,6.143
Singapore,2023-10-08 03:49:52,shopback.sg,172.67.70.227,57,11.437
Singapore,2023-10-08 03:49:52,shopback.sg,172.67.70.227,57,13.229
Singapore,2023-10-08 03:49:52,shopback.sg,172.67.70.227,57,12.783
Singapore,2023-10-08 03:49:55,shopback.my,104.26.12.174,57,6.178
Singapore,2023-10-08 03:49:55,shopback.my,104.26.12.174,57,7.896
Singapore,2023-10-08 03:49:55,shopback.my,104.26.12.174,57,18.894
Singapore,2023-10-08 03:49:55,shopback.my,104.26.12.174,57,8.627
Singapore,2023-10-08 03:49:58,shopback.ph,104.26.2.165,57,5.624
Singapore,2023-10-08 03:49:58,shopback.ph,104.26.2.165,57,9.366
Singapore,2023-10-08 03:49:58,shopback.ph,104.26.2.165,57,6.316
Singapore,2023-10-08 03:49:58,shopback.ph,104.26.2.165,57,8.504
Singapore,2023-10-08 03:50:01,shopback.co.id,104.26.14.194,57,6.361
Singapore,2023-10-08 03:50:01,shopback.co.id,104.26.14.194,57,8.840
Singapore,2023-10-08 03:50:01,shopback.co.id,104.26.14.194,57,6.611
Singapore,2023-10-08 03:50:01,shopback.co.id,104.26.14.194,57,10.555
Singapore,2023-10-08 03:50:05,shopback.com,104.26.14.122,57,6.136
Singapore,2023-10-08 03:50:05,shopback.com,104.26.14.122,57,8.679
Singapore,2023-10-08 03:50:05,shopback.com,104.26.14.122,57,7.590
Singapore,2023-10-08 03:50:05,shopback.com,104.26.14.122,57,7.489
Singapore,2023-10-08 03:50:08,shopback.co.th,104.26.5.179,57,6.238
Singapore,2023-10-08 03:50:08,shopback.co.th,104.26.5.179,57,7.583
Singapore,2023-10-08 03:50:08,shopback.co.th,104.26.5.179,57,9.119
Singapore,2023-10-08 03:50:08,shopback.co.th,104.26.5.179,57,8.676
Singapore,2023-10-08 03:50:11,goshopback.vn,104.26.13.204,57,5.515
Singapore,2023-10-08 03:50:11,goshopback.vn,104.26.13.204,57,6.552
Singapore,2023-10-08 03:50:11,goshopback.vn,104.26.13.204,57,9.576
Singapore,2023-10-08 03:50:11,goshopback.vn,104.26.13.204,57,9.847
Singapore,2023-10-08 03:50:14,taobao.com,59.82.122.115,84,187.200
Singapore,2023-10-08 03:50:14,taobao.com,59.82.122.115,84,187.916
Singapore,2023-10-08 03:50:14,taobao.com,59.82.122.115,84,188.948
Singapore,2023-10-08 03:50:14,taobao.com,59.82.122.115,84,188.225
Singapore,2023-10-08 03:50:17,aliexpress.com,47.246.173.237,92,6.650
Singapore,2023-10-08 03:50:17,aliexpress.com,47.246.173.237,92,9.594
Singapore,2023-10-08 03:50:17,aliexpress.com,47.246.173.237,92,11.146
Singapore,2023-10-08 03:50:17,aliexpress.com,47.246.173.237,92,11.303
Singapore,2023-10-08 03:50:20,dhgate.com,104.69.163.225,57,5.479
Singapore,2023-10-08 03:50:20,dhgate.com,104.69.163.225,57,10.760
Singapore,2023-10-08 03:50:20,dhgate.com,104.69.163.225,57,10.029
Singapore,2023-10-08 03:50:20,dhgate.com,104.69.163.225,57,5.718
Singapore,2023-10-08 03:50:23,ezbuy.sg,101.32.104.234,54,6.600
Singapore,2023-10-08 03:50:23,ezbuy.sg,101.32.104.234,54,9.924
Singapore,2023-10-08 03:50:23,ezbuy.sg,101.32.104.234,54,5.971
Singapore,2023-10-08 03:50:23,ezbuy.sg,101.32.104.234,54,7.338
Singapore,2023-10-08 03:50:26,ezbuy.my,101.32.104.234,54,7.866
Singapore,2023-10-08 03:50:26,ezbuy.my,101.32.104.234,54,7.344
Singapore,2023-10-08 03:50:26,ezbuy.my,101.32.104.234,54,33.324
Singapore,2023-10-08 03:50:26,ezbuy.my,101.32.104.234,54,9.162
Singapore,2023-10-08 03:50:29,jd.com,111.13.149.108,40,367.088
Singapore,2023-10-08 03:50:29,jd.com,111.13.149.108,40,384.281
Singapore,2023-10-08 03:50:29,jd.com,111.13.149.108,40,369.371
Singapore,2023-10-08 03:50:29,jd.com,111.13.149.108,40,413.283
Singapore,2023-10-08 03:50:33,xiaohongshu.com,43.159.24.58,55,39.514
Singapore,2023-10-08 03:50:33,xiaohongshu.com,43.159.24.58,55,46.225
Singapore,2023-10-08 03:50:33,xiaohongshu.com,43.159.24.58,55,42.357
Singapore,2023-10-08 03:50:33,xiaohongshu.com,43.159.24.58,55,42.849
Singapore,2023-10-08 03:50:36,pinduoduo.com,124.156.123.148,52,39.104
Singapore,2023-10-08 03:50:36,pinduoduo.com,124.156.123.148,52,44.280
Singapore,2023-10-08 03:50:36,pinduoduo.com,124.156.123.148,52,42.358
Singapore,2023-10-08 03:50:36,pinduoduo.com,124.156.123.148,52,40.844
Singapore,2023-10-08 05:08:12,amazon.sg,3.33.208.126,244,6.054
Singapore,2023-10-08 05:08:12,amazon.sg,3.33.208.126,244,11.478
Singapore,2023-10-08 05:08:12,amazon.sg,3.33.208.126,244,10.436
Singapore,2023-10-08 05:08:12,amazon.sg,3.33.208.126,244,8.848
Singapore,2023-10-08 05:08:15,amazon.co.uk,54.239.34.171,233,178.778
Singapore,2023-10-08 05:08:15,amazon.co.uk,54.239.34.171,233,178.746
Singapore,2023-10-08 05:08:15,amazon.co.uk,54.239.34.171,233,181.847
Singapore,2023-10-08 05:08:15,amazon.co.uk,54.239.34.171,233,178.822
Singapore,2023-10-08 05:08:19,amazon.com,54.239.28.85,230,344.388
Singapore,2023-10-08 05:08:19,amazon.com,54.239.28.85,230,245.809
Singapore,2023-10-08 05:08:19,amazon.com,54.239.28.85,230,260.436
Singapore,2023-10-08 05:08:19,amazon.com,54.239.28.85,230,278.210
Singapore,2023-10-08 05:08:22,lazada.sg,47.246.167.230,93,7.913
Singapore,2023-10-08 05:08:22,lazada.sg,47.246.167.230,93,8.236
Singapore,2023-10-08 05:08:22,lazada.sg,47.246.167.230,93,10.468
Singapore,2023-10-08 05:08:22,lazada.sg,47.246.167.230,93,10.096
Singapore,2023-10-08 05:08:25,lazada.com.my,47.246.167.210,93,6.512
Singapore,2023-10-08 05:08:25,lazada.com.my,47.246.167.210,93,9.977
Singapore,2023-10-08 05:08:25,lazada.com.my,47.246.167.210,93,9.843
Singapore,2023-10-08 05:08:25,lazada.com.my,47.246.167.210,93,10.534
Singapore,2023-10-08 05:08:28,lazada.com.ph,47.246.165.182,93,5.557
Singapore,2023-10-08 05:08:28,lazada.com.ph,47.246.165.182,93,7.563
Singapore,2023-10-08 05:08:28,lazada.com.ph,47.246.165.182,93,10.813
Singapore,2023-10-08 05:08:28,lazada.com.ph,47.246.165.182,93,8.261
Singapore,2023-10-08 05:08:31,lazada.co.id,47.246.158.115,81,196.613
Singapore,2023-10-08 05:08:31,lazada.co.id,47.246.158.115,81,198.973
Singapore,2023-10-08 05:08:31,lazada.co.id,47.246.158.115,81,199.691
Singapore,2023-10-08 05:08:31,lazada.co.id,47.246.158.115,81,199.894
Singapore,2023-10-08 05:08:34,lazada.com,47.246.167.10,93,7.287
Singapore,2023-10-08 05:08:34,lazada.com,47.246.167.10,93,8.121
Singapore,2023-10-08 05:08:34,lazada.com,47.246.167.10,93,10.374
Singapore,2023-10-08 05:08:34,lazada.com,47.246.167.10,93,8.474
Singapore,2023-10-08 05:08:37,lazada.co.th,47.246.165.72,93,7.034
Singapore,2023-10-08 05:08:37,lazada.co.th,47.246.165.72,93,9.999
Singapore,2023-10-08 05:08:37,lazada.co.th,47.246.165.72,93,11.579
Singapore,2023-10-08 05:08:37,lazada.co.th,47.246.165.72,93,9.975
Singapore,2023-10-08 05:08:40,lazada.vn,47.246.167.7,93,7.746
Singapore,2023-10-08 05:08:40,lazada.vn,47.246.167.7,93,12.120
Singapore,2023-10-08 05:08:40,lazada.vn,47.246.167.7,93,8.573
Singapore,2023-10-08 05:08:40,lazada.vn,47.246.167.7,93,7.871
Singapore,2023-10-08 05:08:44,shopee.sg,143.92.75.65,53,6.032
Singapore,2023-10-08 05:08:44,shopee.sg,143.92.75.65,53,9.766
Singapore,2023-10-08 05:08:44,shopee.sg,143.92.75.65,53,7.944
Singapore,2023-10-08 05:08:44,shopee.sg,143.92.75.65,53,9.557
Singapore,2023-10-08 05:08:47,shopee.my,143.92.82.21,53,8.544
Singapore,2023-10-08 05:08:47,shopee.my,143.92.82.21,53,11.387
Singapore,2023-10-08 05:08:47,shopee.my,143.92.82.21,53,157.832
Singapore,2023-10-08 05:08:47,shopee.my,143.92.82.21,53,40.827
Singapore,2023-10-08 05:08:50,shopee.ph,143.92.75.65,53,6.986
Singapore,2023-10-08 05:08:50,shopee.ph,143.92.75.65,53,36.898
Singapore,2023-10-08 05:08:50,shopee.ph,143.92.75.65,53,7.782
Singapore,2023-10-08 05:08:50,shopee.ph,143.92.75.65,53,8.612
Singapore,2023-10-08 05:08:53,shopee.co.id,202.181.90.248,53,7.507
Singapore,2023-10-08 05:08:53,shopee.co.id,202.181.90.248,53,10.811
Singapore,2023-10-08 05:08:53,shopee.co.id,202.181.90.248,53,9.059
Singapore,2023-10-08 05:08:53,shopee.co.id,202.181.90.248,53,7.993
Singapore,2023-10-08 05:08:56,shopee.com,143.92.82.21,53,7.246
Singapore,2023-10-08 05:08:56,shopee.com,143.92.82.21,53,11.841
Singapore,2023-10-08 05:08:56,shopee.com,143.92.82.21,53,10.735
Singapore,2023-10-08 05:08:56,shopee.com,143.92.82.21,53,11.458
Singapore,2023-10-08 05:08:59,shopee.co.th,103.120.246.129,52,34.242
Singapore,2023-10-08 05:08:59,shopee.co.th,103.120.246.129,52,34.198
Singapore,2023-10-08 05:08:59,shopee.co.th,103.120.246.129,52,35.654
Singapore,2023-10-08 05:08:59,shopee.co.th,103.120.246.129,52,37.382
Singapore,2023-10-08 05:09:02,shopee.vn,143.92.75.65,53,8.131
Singapore,2023-10-08 05:09:02,shopee.vn,143.92.75.65,53,10.138
Singapore,2023-10-08 05:09:02,shopee.vn,143.92.75.65,53,9.848
Singapore,2023-10-08 05:09:02,shopee.vn,143.92.75.65,53,6.382
Singapore,2023-10-08 05:09:05,shopback.sg,172.67.70.227,57,6.554
Singapore,2023-10-08 05:09:05,shopback.sg,172.67.70.227,57,7.942
Singapore,2023-10-08 05:09:05,shopback.sg,172.67.70.227,57,10.211
Singapore,2023-10-08 05:09:05,shopback.sg,172.67.70.227,57,8.680
Singapore,2023-10-08 05:09:08,shopback.my,172.67.74.154,57,7.299
Singapore,2023-10-08 05:09:08,shopback.my,172.67.74.154,57,10.243
Singapore,2023-10-08 05:09:08,shopback.my,172.67.74.154,57,10.005
Singapore,2023-10-08 05:09:08,shopback.my,172.67.74.154,57,12.963
Singapore,2023-10-08 05:09:11,shopback.ph,104.26.2.165,57,7.606
Singapore,2023-10-08 05:09:11,shopback.ph,104.26.2.165,57,10.433
Singapore,2023-10-08 05:09:11,shopback.ph,104.26.2.165,57,11.927
Singapore,2023-10-08 05:09:11,shopback.ph,104.26.2.165,57,10.217
Singapore,2023-10-08 05:09:14,shopback.co.id,172.67.72.248,57,6.755
Singapore,2023-10-08 05:09:14,shopback.co.id,172.67.72.248,57,9.894
Singapore,2023-10-08 05:09:14,shopback.co.id,172.67.72.248,57,11.493
Singapore,2023-10-08 05:09:14,shopback.co.id,172.67.72.248,57,9.507
Singapore,2023-10-08 05:09:18,shopback.com,104.26.15.122,57,5.809
Singapore,2023-10-08 05:09:18,shopback.com,104.26.15.122,57,10.787
Singapore,2023-10-08 05:09:18,shopback.com,104.26.15.122,57,9.498
Singapore,2023-10-08 05:09:18,shopback.com,104.26.15.122,57,9.138
Singapore,2023-10-08 05:09:21,shopback.co.th,172.67.71.47,57,5.987
Singapore,2023-10-08 05:09:21,shopback.co.th,172.67.71.47,57,9.345
Singapore,2023-10-08 05:09:21,shopback.co.th,172.67.71.47,57,8.510
Singapore,2023-10-08 05:09:21,shopback.co.th,172.67.71.47,57,10.058
Singapore,2023-10-08 05:09:24,goshopback.vn,104.26.12.204,57,5.785
Singapore,2023-10-08 05:09:24,goshopback.vn,104.26.12.204,57,5.555
Singapore,2023-10-08 05:09:24,goshopback.vn,104.26.12.204,57,9.359
Singapore,2023-10-08 05:09:24,goshopback.vn,104.26.12.204,57,9.674
Singapore,2023-10-08 05:09:27,taobao.com,106.11.226.158,83,202.138
Singapore,2023-10-08 05:09:27,taobao.com,106.11.226.158,83,200.648
Singapore,2023-10-08 05:09:27,taobao.com,106.11.226.158,83,205.343
Singapore,2023-10-08 05:09:27,taobao.com,106.11.226.158,83,203.604
