website,datetime,hop,vpn,ip,speed1,speed2,speed3
dhgate.com,2023-10-08 02:25:56,4,Singapore,202.65.246.5,8.083,7.580,7.914
dhgate.com,2023-10-08 02:25:56,5,Singapore,202.65.246.37,6.123,11.426,6.250
dhgate.com,2023-10-08 02:25:56,6,Singapore,202.65.246.134,7.846,6.291,
dhgate.com,2023-10-08 02:25:56,6.1,Singapore,202.65.246.221,7.996,,
dhgate.com,2023-10-08 02:25:56,7,Singapore,202.65.245.22,6.227,5.692,5.603
dhgate.com,2023-10-08 02:25:56,8,Singapore,23.56.138.34,7.111,6.653,6.818
dhgate.com,2023-10-08 02:25:56,9,Singapore,23.215.54.209,15.509,7.700,31.867
dhgate.com,2023-10-08 02:25:56,10,Singapore,23.56.139.35,7.036,6.646,6.957
dhgate.com,2023-10-08 02:25:56,11,Singapore,23.56.139.131,12.790,8.770,17.495
ezbuy.sg,2023-10-08 02:26:29,1,Singapore,192.168.0.1,4.228,2.843,2.070
ezbuy.sg,2023-10-08 02:26:29,2,Singapore,49.245.0.1,10.578,9.987,5.673
ezbuy.sg,2023-10-08 02:26:29,3,Singapore,202.65.246.6,5.210,5.149,5.980
ezbuy.sg,2023-10-08 02:26:29,4,Singapore,202.65.246.5,6.015,7.408,6.043
ezbuy.sg,2023-10-08 02:26:29,5,Singapore,202.65.246.37,6.881,7.684,6.747
ezbuy.sg,2023-10-08 02:26:29,6,Singapore,202.65.246.221,7.167,,
ezbuy.sg,2023-10-08 02:26:29,6.1,Singapore,202.65.246.134,6.622,,
ezbuy.sg,2023-10-08 02:26:29,6.2,Singapore,202.65.246.221,8.321,,
ezbuy.sg,2023-10-08 02:26:29,7,Singapore,27.111.229.51,7.577,6.026,6.872
ezbuy.sg,2023-10-08 02:26:29,8,Singapore,10.200.17.29,5.765,5.760,16.607
ezbuy.sg,2023-10-08 02:26:29,9,Singapore,10.162.5.206,50.563,,
ezbuy.sg,2023-10-08 02:26:29,9.1,Singapore,10.162.5.205,14.469,9.562,
ezbuy.sg,2023-10-08 02:26:29,10,Singapore,10.196.77.54,21.444,,
ezbuy.my,2023-10-08 02:26:59,1,Singapore,192.168.0.1,4.031,2.274,2.310
ezbuy.my,2023-10-08 02:26:59,2,Singapore,49.245.0.1,5.106,5.627,4.434
ezbuy.my,2023-10-08 02:26:59,3,Singapore,202.65.246.6,6.049,4.684,5.129
ezbuy.my,2023-10-08 02:26:59,4,Singapore,202.65.246.5,6.189,5.291,5.715
ezbuy.my,2023-10-08 02:26:59,5,Singapore,202.65.246.37,7.198,8.634,7.160
ezbuy.my,2023-10-08 02:26:59,6,Singapore,202.65.246.134,6.048,6.291,7.240
ezbuy.my,2023-10-08 02:26:59,7,Singapore,27.111.229.51,7.028,6.055,7.004
ezbuy.my,2023-10-08 02:26:59,8,Singapore,10.200.17.21,5.489,16.645,6.276
ezbuy.my,2023-10-08 02:26:59,9,Singapore,10.162.5.206,10.234,,
ezbuy.my,2023-10-08 02:26:59,9.1,Singapore,10.162.5.205,10.241,8.613,
ezbuy.my,2023-10-08 02:26:59,10,Singapore,10.196.77.50,12.917,,
ezbuy.my,2023-10-08 02:26:59,10.1,Singapore,10.196.77.54,29.640,,
ezbuy.my,2023-10-08 02:26:59,10.2,Singapore,10.196.77.62,19.435,,
jd.com,2023-10-08 02:27:57,1,Singapore,192.168.0.1,4.178,2.717,2.613
jd.com,2023-10-08 02:27:57,2,Singapore,49.245.0.1,5.683,5.552,4.577
jd.com,2023-10-08 02:27:57,3,Singapore,202.65.246.254,5.034,4.764,5.759
jd.com,2023-10-08 02:27:57,4,Singapore,202.65.246.253,10.071,13.022,9.717
jd.com,2023-10-08 02:27:57,5,Singapore,202.65.245.146,5.751,6.482,
jd.com,2023-10-08 02:27:57,5.1,Singapore,202.65.246.9,8.912,,
jd.com,2023-10-08 02:27:57,6,Singapore,202.65.246.37,10.667,8.097,5.836
jd.com,2023-10-08 02:27:57,7,Singapore,202.65.246.221,5.693,,
jd.com,2023-10-08 02:27:57,7.1,Singapore,202.65.246.134,5.242,5.300,
jd.com,2023-10-08 02:27:57,8,Singapore,62.115.176.96,5.824,,
jd.com,2023-10-08 02:27:57,9,Singapore,62.115.141.126,175.340,174.914,175.999
jd.com,2023-10-08 02:27:57,10,Singapore,218.30.54.181,175.147,173.991,172.712
jd.com,2023-10-08 02:27:57,13,Singapore,202.97.53.29,315.264,,
jd.com,2023-10-08 02:27:57,14,Singapore,36.110.245.182,317.586,,
jd.com,2023-10-08 02:27:57,14.1,Singapore,36.110.245.42,360.237,,
jd.com,2023-10-08 02:27:57,15,Singapore,36.110.246.45,381.920,,
jd.com,2023-10-08 02:27:57,15.1,Singapore,36.110.251.93,315.195,,
jd.com,2023-10-08 02:27:57,15.2,Singapore,36.110.246.214,409.588,,
xiaohongshu.com,2023-10-08 02:28:12,1,Singapore,192.168.0.1,3.164,3.473,2.420
xiaohongshu.com,2023-10-08 02:28:12,2,Singapore,49.245.0.1,15.822,6.538,5.278
xiaohongshu.com,2023-10-08 02:28:12,3,Singapore,202.65.246.254,4.412,4.468,5.287
xiaohongshu.com,2023-10-08 02:28:12,4,Singapore,202.65.246.253,4.176,3.936,5.571
xiaohongshu.com,2023-10-08 02:28:12,5,Singapore,202.65.245.151,6.196,,
xiaohongshu.com,2023-10-08 02:28:12,5.1,Singapore,202.65.246.50,4.808,,
xiaohongshu.com,2023-10-08 02:28:12,5.2,Singapore,202.65.245.151,6.140,,
xiaohongshu.com,2023-10-08 02:28:12,6,Singapore,63.218.249.105,7.113,7.101,5.644
xiaohongshu.com,2023-10-08 02:28:12,7,Singapore,63.218.174.142,36.713,39.153,36.783
xiaohongshu.com,2023-10-08 02:28:12,8,Singapore,63.216.176.70,37.512,,
xiaohongshu.com,2023-10-08 02:28:12,8.1,Singapore,63.216.176.150,37.417,36.363,
xiaohongshu.com,2023-10-08 02:28:12,9,Singapore,30.1.153.110,37.959,,
xiaohongshu.com,2023-10-08 02:28:12,9.1,Singapore,30.1.153.106,37.446,,
xiaohongshu.com,2023-10-08 02:28:12,9.2,Singapore,30.1.137.42,38.200,,
xiaohongshu.com,2023-10-08 02:28:12,10,Singapore,30.39.245.251,38.860,39.394,
xiaohongshu.com,2023-10-08 02:28:12,10.1,Singapore,30.39.245.123,36.077,,
xiaohongshu.com,2023-10-08 02:28:12,11,Singapore,11.158.136.147,40.211,41.238,41.566
xiaohongshu.com,2023-10-08 02:28:12,12,Singapore,30.1.146.53,41.754,40.792,40.007
xiaohongshu.com,2023-10-08 02:28:12,13,Singapore,10.196.95.225,40.005,,
xiaohongshu.com,2023-10-08 02:28:12,13.1,Singapore,10.196.95.229,38.987,,
xiaohongshu.com,2023-10-08 02:28:12,13.2,Singapore,10.196.95.225,39.149,,
xiaohongshu.com,2023-10-08 02:28:12,14,Singapore,10.162.68.142,47.059,42.811,
xiaohongshu.com,2023-10-08 02:28:12,14.1,Singapore,10.162.68.206,40.848,,
xiaohongshu.com,2023-10-08 02:28:12,15,Singapore,10.162.68.182,42.410,,
xiaohongshu.com,2023-10-08 02:28:12,15.1,Singapore,10.162.68.142,41.184,,
xiaohongshu.com,2023-10-08 02:28:12,15.2,Singapore,10.162.68.162,42.823,,
xiaohongshu.com,2023-10-08 02:28:12,16,Singapore,11.77.61.95,45.877,,
xiaohongshu.com,2023-10-08 02:28:12,16.1,Singapore,11.77.61.189,45.176,,
xiaohongshu.com,2023-10-08 02:28:12,16.2,Singapore,11.77.60.255,46.671,,
pinduoduo.com,2023-10-08 02:28:33,1,Singapore,192.168.0.1,3.617,6.357,1.996
pinduoduo.com,2023-10-08 02:28:33,2,Singapore,49.245.0.1,5.045,3.998,4.149
pinduoduo.com,2023-10-08 02:28:33,3,Singapore,202.65.246.6,5.263,143.709,5.116
pinduoduo.com,2023-10-08 02:28:33,4,Singapore,202.65.246.5,5.874,16.973,7.839
pinduoduo.com,2023-10-08 02:28:33,5,Singapore,202.65.246.37,141.391,6.788,6.613
pinduoduo.com,2023-10-08 02:28:33,6,Singapore,202.65.246.221,6.656,7.134,
pinduoduo.com,2023-10-08 02:28:33,6.1,Singapore,202.65.246.134,5.695,,
pinduoduo.com,2023-10-08 02:28:33,7,Singapore,27.111.228.59,141.753,6.288,7.678
pinduoduo.com,2023-10-08 02:28:33,8,Singapore,118.143.224.242,5.789,,
pinduoduo.com,2023-10-08 02:28:33,8.1,Singapore,118.143.225.82,6.705,,
pinduoduo.com,2023-10-08 02:28:33,8.2,Singapore,118.143.224.242,7.070,,
pinduoduo.com,2023-10-08 02:28:33,9,Singapore,10.165.171.1,177.850,159.803,38.550
pinduoduo.com,2023-10-08 02:28:33,10,Singapore,218.189.5.24,319.167,,
pinduoduo.com,2023-10-08 02:28:33,10.1,Singapore,218.189.5.56,37.812,,
pinduoduo.com,2023-10-08 02:28:33,10.2,Singapore,218.189.5.24,314.414,,
pinduoduo.com,2023-10-08 02:28:33,11,Singapore,218.189.23.194,44.366,42.453,42.573
pinduoduo.com,2023-10-08 02:28:33,12,Singapore,10.196.95.229,40.416,,
pinduoduo.com,2023-10-08 02:28:33,12.1,Singapore,10.196.95.225,40.579,40.986,
pinduoduo.com,2023-10-08 02:28:33,13,Singapore,10.196.75.206,42.117,,
pinduoduo.com,2023-10-08 02:28:33,13.1,Singapore,10.196.75.214,41.860,42.942,
pinduoduo.com,2023-10-08 02:28:33,14,Singapore,10.196.75.206,41.183,,
pinduoduo.com,2023-10-08 02:28:33,14.1,Singapore,10.196.75.202,43.377,,
pinduoduo.com,2023-10-08 02:28:33,14.2,Singapore,10.196.75.210,40.479,,
amazon.sg,2023-10-08 03:32:59,1,Singapore,192.168.0.1,3.315,2.708,
amazon.sg,2023-10-08 03:32:59,2,Singapore,49.245.0.1,6.523,4.811,7.448
amazon.sg,2023-10-08 03:32:59,3,Singapore,202.65.246.6,6.214,5.544,4.940
amazon.sg,2023-10-08 03:32:59,4,Singapore,202.65.246.5,6.848,5.546,5.298
amazon.sg,2023-10-08 03:32:59,5,Singapore,202.65.246.37,5.940,5.697,5.852
amazon.sg,2023-10-08 03:32:59,6,Singapore,202.65.246.221,20.670,5.691,5.806
amazon.sg,2023-10-08 03:32:59,7,Singapore,99.83.64.152,7.085,7.588,7.888
amazon.co.uk,2023-10-08 03:33:32,1,Singapore,192.168.0.1,5.268,2.575,2.501
amazon.co.uk,2023-10-08 03:33:32,2,Singapore,49.245.0.1,4.704,4.595,5.478
amazon.co.uk,2023-10-08 03:33:32,3,Singapore,202.65.246.254,6.009,4.828,5.495
amazon.co.uk,2023-10-08 03:33:32,4,Singapore,202.65.246.253,5.955,9.936,6.221
amazon.co.uk,2023-10-08 03:33:32,5,Singapore,202.65.246.50,5.939,,
amazon.co.uk,2023-10-08 03:33:32,5.1,Singapore,202.65.245.151,5.671,6.725,
amazon.co.uk,2023-10-08 03:33:32,6,Singapore,213.248.100.86,5.665,6.649,7.095
amazon.co.uk,2023-10-08 03:33:32,7,Singapore,62.115.126.195,157.463,156.979,156.101
amazon.co.uk,2023-10-08 03:33:32,8,Singapore,62.115.116.20,173.977,,
amazon.co.uk,2023-10-08 03:33:32,8.1,Singapore,62.115.114.202,182.290,,
amazon.co.uk,2023-10-08 03:33:32,8.2,Singapore,62.115.116.20,170.785,,
amazon.co.uk,2023-10-08 03:33:32,9,Singapore,62.115.132.233,170.052,,
amazon.co.uk,2023-10-08 03:33:32,9.1,Singapore,62.115.124.119,157.605,,
amazon.co.uk,2023-10-08 03:33:32,9.2,Singapore,62.115.132.231,159.380,,
amazon.co.uk,2023-10-08 03:33:32,10,Singapore,62.115.48.55,182.412,,
amazon.co.uk,2023-10-08 03:33:32,10.1,Singapore,62.115.51.85,173.935,,
amazon.co.uk,2023-10-08 03:33:32,10.2,Singapore,62.115.58.121,171.824,,
amazon.com,2023-10-08 03:34:07,1,Singapore,192.168.0.1,2.975,3.477,2.585
amazon.com,2023-10-08 03:34:07,2,Singapore,49.245.0.1,4.706,4.687,5.274
amazon.com,2023-10-08 03:34:07,3,Singapore,202.65.246.242,7.078,5.881,4.711
amazon.com,2023-10-08 03:34:07,4,Singapore,202.65.246.241,7.039,7.314,4.623
amazon.com,2023-10-08 03:34:07,5,Singapore,202.65.246.162,7.150,5.593,7.488
amazon.com,2023-10-08 03:34:07,6,Singapore,213.248.100.86,6.443,6.315,6.924
amazon.com,2023-10-08 03:34:07,7,Singapore,62.115.143.244,167.905,206.092,168.016
amazon.com,2023-10-08 03:34:07,9,Singapore,62.115.138.65,314.511,335.811,197.431
amazon.com,2023-10-08 03:34:07,10,Singapore,62.115.61.35,196.272,198.644,335.259
lazada.sg,2023-10-08 03:34:45,1,Singapore,192.168.0.1,2.811,1.994,2.568
lazada.sg,2023-10-08 03:34:45,2,Singapore,49.245.0.1,4.599,3.871,4.102
lazada.sg,2023-10-08 03:34:45,3,Singapore,202.65.246.6,4.250,4.022,6.832
lazada.sg,2023-10-08 03:34:45,4,Singapore,202.65.246.5,4.584,5.815,5.719
lazada.sg,2023-10-08 03:34:45,5,Singapore,202.65.246.37,6.817,5.781,9.274
lazada.sg,2023-10-08 03:34:45,6,Singapore,202.65.246.134,7.115,5.698,8.256
lazada.sg,2023-10-08 03:34:45,7,Singapore,47.246.117.69,7.060,6.170,10.238
lazada.sg,2023-10-08 03:34:45,8,Singapore,116.251.81.221,5.960,,
lazada.sg,2023-10-08 03:34:45,8.1,Singapore,116.251.74.201,10.994,,
lazada.com.my,2023-10-08 03:35:23,1,Singapore,192.168.0.1,3.130,3.523,2.630
lazada.com.my,2023-10-08 03:35:23,2,Singapore,49.245.0.1,4.523,4.613,5.825
lazada.com.my,2023-10-08 03:35:23,3,Singapore,202.65.246.6,4.985,5.118,5.052
lazada.com.my,2023-10-08 03:35:23,4,Singapore,202.65.246.5,4.844,5.486,4.813
lazada.com.my,2023-10-08 03:35:23,5,Singapore,202.65.246.37,6.878,6.348,8.017
lazada.com.my,2023-10-08 03:35:23,6,Singapore,202.65.246.221,6.010,6.216,9.644
lazada.com.my,2023-10-08 03:35:23,7,Singapore,47.246.117.69,8.621,7.825,7.867
lazada.com.my,2023-10-08 03:35:23,8,Singapore,116.251.81.221,7.149,,
lazada.com.ph,2023-10-08 03:36:01,1,Singapore,192.168.0.1,5.206,2.312,2.548
lazada.com.ph,2023-10-08 03:36:01,2,Singapore,49.245.0.1,5.586,4.258,4.565
lazada.com.ph,2023-10-08 03:36:01,3,Singapore,202.65.246.6,7.062,5.390,4.859
lazada.com.ph,2023-10-08 03:36:01,4,Singapore,202.65.246.5,5.919,5.147,4.766
lazada.com.ph,2023-10-08 03:36:01,5,Singapore,202.65.246.37,8.135,6.353,5.659
lazada.com.ph,2023-10-08 03:36:01,6,Singapore,202.65.246.221,7.322,,
lazada.com.ph,2023-10-08 03:36:01,6.1,Singapore,202.65.246.134,6.939,6.344,
lazada.com.ph,2023-10-08 03:36:01,7,Singapore,47.246.117.69,8.051,8.496,7.908
lazada.com.ph,2023-10-08 03:36:01,8,Singapore,116.251.74.193,8.108,6.899,
lazada.co.id,2023-10-08 03:36:47,1,Singapore,192.168.0.1,3.069,2.442,2.585
lazada.co.id,2023-10-08 03:36:47,2,Singapore,49.245.0.1,4.651,3.965,4.144
lazada.co.id,2023-10-08 03:36:47,3,Singapore,202.65.246.6,4.488,4.228,3.953
lazada.co.id,2023-10-08 03:36:47,4,Singapore,202.65.246.5,4.332,6.721,4.062
lazada.co.id,2023-10-08 03:36:47,5,Singapore,202.65.246.37,7.390,4.817,6.023
lazada.co.id,2023-10-08 03:36:47,6,Singapore,202.65.246.221,5.749,,
lazada.co.id,2023-10-08 03:36:47,6.1,Singapore,202.65.246.134,5.327,5.033,
lazada.co.id,2023-10-08 03:36:47,7,Singapore,27.111.229.35,29.928,,
lazada.co.id,2023-10-08 03:36:47,9,Singapore,103.211.230.70,196.269,203.024,
lazada.co.id,2023-10-08 03:36:47,9.1,Singapore,103.211.230.66,200.516,,
lazada.com,2023-10-08 03:37:25,1,Singapore,192.168.0.1,2.880,2.931,4.194
lazada.com,2023-10-08 03:37:25,2,Singapore,49.245.0.1,4.711,4.700,4.752
lazada.com,2023-10-08 03:37:25,3,Singapore,202.65.246.6,6.030,7.323,6.023
lazada.com,2023-10-08 03:37:25,4,Singapore,202.65.246.5,11.501,5.993,5.927
lazada.com,2023-10-08 03:37:25,5,Singapore,202.65.246.37,18.720,7.913,9.580
lazada.com,2023-10-08 03:37:25,6,Singapore,202.65.246.221,6.235,6.402,7.008
lazada.com,2023-10-08 03:37:25,7,Singapore,47.246.117.69,6.874,7.121,9.201
lazada.com,2023-10-08 03:37:25,8,Singapore,116.251.74.193,8.853,,
lazada.co.th,2023-10-08 03:38:04,1,Singapore,192.168.0.1,3.004,3.509,3.056
lazada.co.th,2023-10-08 03:38:04,2,Singapore,49.245.0.1,4.890,4.570,4.767
lazada.co.th,2023-10-08 03:38:04,3,Singapore,202.65.246.6,6.154,5.024,5.982
lazada.co.th,2023-10-08 03:38:04,4,Singapore,202.65.246.5,7.131,5.921,4.843
lazada.co.th,2023-10-08 03:38:04,5,Singapore,202.65.246.37,5.992,6.600,6.850
lazada.co.th,2023-10-08 03:38:04,6,Singapore,202.65.246.221,5.903,6.484,
lazada.co.th,2023-10-08 03:38:04,6.1,Singapore,202.65.246.134,9.406,,
lazada.co.th,2023-10-08 03:38:04,7,Singapore,47.246.117.69,7.064,8.660,7.138
lazada.co.th,2023-10-08 03:38:04,8,Singapore,116.251.81.221,9.223,,
lazada.vn,2023-10-08 03:38:41,1,Singapore,192.168.0.1,3.660,2.617,4.646
lazada.vn,2023-10-08 03:38:41,2,Singapore,49.245.0.1,4.388,4.547,4.761
lazada.vn,2023-10-08 03:38:41,3,Singapore,202.65.246.6,7.378,4.571,4.341
lazada.vn,2023-10-08 03:38:41,4,Singapore,202.65.246.5,8.162,6.258,5.577
lazada.vn,2023-10-08 03:38:41,5,Singapore,202.65.246.37,5.911,10.087,5.096
lazada.vn,2023-10-08 03:38:41,6,Singapore,202.65.246.134,4.773,5.341,29.653
lazada.vn,2023-10-08 03:38:41,7,Singapore,47.246.117.69,9.017,6.771,5.964
lazada.vn,2023-10-08 03:38:41,8,Singapore,116.251.74.201,7.897,,
lazada.vn,2023-10-08 03:38:41,8.1,Singapore,116.251.81.221,6.697,,
shopee.sg,2023-10-08 03:39:06,1,Singapore,192.168.0.1,4.717,4.120,4.743
shopee.sg,2023-10-08 03:39:06,2,Singapore,49.245.0.1,4.554,5.398,4.585
shopee.sg,2023-10-08 03:39:06,3,Singapore,202.65.246.6,5.075,5.018,4.954
shopee.sg,2023-10-08 03:39:06,4,Singapore,202.65.246.5,6.063,6.276,5.078
shopee.sg,2023-10-08 03:39:06,5,Singapore,202.65.246.37,7.069,4.778,17.773
shopee.sg,2023-10-08 03:39:06,6,Singapore,202.65.246.134,7.139,,
shopee.sg,2023-10-08 03:39:06,6.1,Singapore,202.65.246.221,14.733,,
shopee.sg,2023-10-08 03:39:06,6.2,Singapore,202.65.246.134,6.464,,
shopee.sg,2023-10-08 03:39:06,7,Singapore,27.111.229.144,6.321,7.746,5.979
shopee.sg,2023-10-08 03:39:06,8,Singapore,143.92.96.46,7.078,,
shopee.sg,2023-10-08 03:39:06,8.1,Singapore,143.92.96.50,5.422,5.739,
shopee.sg,2023-10-08 03:39:06,9,Singapore,143.92.108.162,17.892,,
shopee.sg,2023-10-08 03:39:06,9.1,Singapore,143.92.108.176,7.104,,
shopee.sg,2023-10-08 03:39:06,9.2,Singapore,143.92.108.190,15.549,,
shopee.sg,2023-10-08 03:39:06,10,Singapore,143.92.108.191,5.889,5.839,
shopee.sg,2023-10-08 03:39:06,10.1,Singapore,143.92.108.161,6.397,,
shopee.sg,2023-10-08 03:39:06,11,Singapore,10.169.247.69,9.312,,
shopee.sg,2023-10-08 03:39:06,11.1,Singapore,10.169.240.67,9.636,,
shopee.sg,2023-10-08 03:39:06,11.2,Singapore,10.169.242.65,9.458,,
shopee.sg,2023-10-08 03:39:06,12,Singapore,10.254.250.41,20.439,,
shopee.sg,2023-10-08 03:39:06,12.1,Singapore,10.254.251.41,7.162,,
shopee.sg,2023-10-08 03:39:06,12.2,Singapore,10.254.248.41,7.180,,
shopee.my,2023-10-08 03:39:33,1,Singapore,192.168.0.1,5.142,4.157,2.426
shopee.my,2023-10-08 03:39:33,2,Singapore,49.245.0.1,4.634,4.602,5.230
shopee.my,2023-10-08 03:39:33,3,Singapore,202.65.246.6,4.991,5.223,7.986
shopee.my,2023-10-08 03:39:33,4,Singapore,202.65.246.5,6.771,5.300,4.987
shopee.my,2023-10-08 03:39:33,5,Singapore,202.65.246.37,5.867,6.473,5.824
shopee.my,2023-10-08 03:39:33,6,Singapore,202.65.246.221,5.949,6.525,
shopee.my,2023-10-08 03:39:33,6.1,Singapore,202.65.246.134,6.830,,
shopee.my,2023-10-08 03:39:33,7,Singapore,27.111.229.145,6.162,6.209,6.175
shopee.my,2023-10-08 03:39:33,8,Singapore,143.92.108.200,14.041,8.350,5.871
shopee.my,2023-10-08 03:39:33,9,Singapore,143.92.108.152,6.411,9.436,
shopee.my,2023-10-08 03:39:33,9.1,Singapore,143.92.108.154,5.766,,
shopee.my,2023-10-08 03:39:33,10,Singapore,143.92.108.155,7.744,,
shopee.my,2023-10-08 03:39:33,10.1,Singapore,143.92.108.153,8.376,,
shopee.my,2023-10-08 03:39:33,10.2,Singapore,143.92.108.155,7.571,,
shopee.my,2023-10-08 03:39:33,11,Singapore,10.100.168.225,9.468,7.527,
shopee.my,2023-10-08 03:39:33,11.1,Singapore,10.100.168.63,10.532,,
shopee.ph,2023-10-08 03:39:58,1,Singapore,192.168.0.1,3.262,7.120,3.762
shopee.ph,2023-10-08 03:39:58,2,Singapore,49.245.0.1,5.515,6.151,6.432
shopee.ph,2023-10-08 03:39:58,3,Singapore,202.65.246.6,7.519,7.716,13.601
shopee.ph,2023-10-08 03:39:58,4,Singapore,202.65.246.5,5.784,6.186,5.810
shopee.ph,2023-10-08 03:39:58,5,Singapore,202.65.246.37,6.032,6.178,7.793
shopee.ph,2023-10-08 03:39:58,6,Singapore,202.65.246.221,5.180,7.114,6.042
shopee.ph,2023-10-08 03:39:58,7,Singapore,27.111.229.144,7.111,7.653,6.561
shopee.ph,2023-10-08 03:39:58,8,Singapore,143.92.96.46,5.411,,
shopee.ph,2023-10-08 03:39:58,8.1,Singapore,143.92.96.50,6.451,,
shopee.ph,2023-10-08 03:39:58,8.2,Singapore,143.92.96.46,11.349,,
shopee.ph,2023-10-08 03:39:58,9,Singapore,143.92.108.190,6.746,,
shopee.ph,2023-10-08 03:39:58,9.1,Singapore,143.92.108.180,7.870,,
shopee.ph,2023-10-08 03:39:58,9.2,Singapore,143.92.108.178,6.001,,
shopee.ph,2023-10-08 03:39:58,10,Singapore,143.92.108.181,7.174,,
shopee.ph,2023-10-08 03:39:58,10.1,Singapore,143.92.108.161,5.994,,
shopee.ph,2023-10-08 03:39:58,10.2,Singapore,143.92.108.191,5.925,,
shopee.ph,2023-10-08 03:39:58,11,Singapore,10.169.240.67,8.444,,
shopee.ph,2023-10-08 03:39:58,11.1,Singapore,10.169.245.69,9.613,,
shopee.ph,2023-10-08 03:39:58,11.2,Singapore,10.169.240.71,8.746,,
shopee.ph,2023-10-08 03:39:58,12,Singapore,10.254.249.53,10.358,,
shopee.ph,2023-10-08 03:39:58,12.1,Singapore,10.254.248.53,11.442,,
shopee.ph,2023-10-08 03:39:58,12.2,Singapore,10.254.251.53,7.821,,
shopee.co.id,2023-10-08 03:40:29,1,Singapore,192.168.0.1,2.430,3.930,4.093
shopee.co.id,2023-10-08 03:40:29,2,Singapore,49.245.0.1,4.503,4.786,4.964
shopee.co.id,2023-10-08 03:40:29,3,Singapore,202.65.246.6,5.492,6.339,5.687
shopee.co.id,2023-10-08 03:40:29,4,Singapore,202.65.246.5,5.927,6.072,6.017
shopee.co.id,2023-10-08 03:40:29,5,Singapore,202.65.246.37,7.351,6.171,7.330
shopee.co.id,2023-10-08 03:40:29,6,Singapore,202.65.246.221,7.229,7.495,5.950
shopee.co.id,2023-10-08 03:40:29,7,Singapore,27.111.229.145,7.881,7.024,6.031
shopee.co.id,2023-10-08 03:40:29,8,Singapore,143.92.108.200,5.833,6.631,5.666
shopee.co.id,2023-10-08 03:40:29,11,Singapore,10.254.244.189,12.676,,
shopee.co.id,2023-10-08 03:40:29,11.1,Singapore,10.254.244.163,8.731,,
shopee.co.id,2023-10-08 03:40:29,11.2,Singapore,10.254.241.185,9.673,,
shopee.co.id,2023-10-08 03:40:29,12,Singapore,10.254.2.217,7.569,,
shopee.co.id,2023-10-08 03:40:29,12.1,Singapore,10.254.1.217,7.764,,
shopee.co.id,2023-10-08 03:40:29,12.2,Singapore,10.254.3.217,6.629,,
shopee.com,2023-10-08 03:40:56,1,Singapore,192.168.0.1,3.319,2.735,2.729
shopee.com,2023-10-08 03:40:56,2,Singapore,49.245.0.1,4.523,3.992,4.123
shopee.com,2023-10-08 03:40:56,3,Singapore,202.65.246.6,5.514,6.493,5.379
shopee.com,2023-10-08 03:40:56,4,Singapore,202.65.246.5,4.850,26.871,4.726
shopee.com,2023-10-08 03:40:56,5,Singapore,202.65.246.37,7.114,6.572,7.966
shopee.com,2023-10-08 03:40:56,6,Singapore,202.65.246.221,6.877,6.505,9.907
shopee.com,2023-10-08 03:40:56,7,Singapore,27.111.229.145,6.971,6.629,7.324
shopee.com,2023-10-08 03:40:56,8,Singapore,143.92.108.200,6.691,6.651,5.968
shopee.com,2023-10-08 03:40:56,9,Singapore,143.92.108.156,5.989,,
shopee.com,2023-10-08 03:40:56,9.1,Singapore,143.92.108.152,6.170,,
shopee.com,2023-10-08 03:40:56,9.2,Singapore,143.92.108.154,6.252,,
shopee.com,2023-10-08 03:40:56,10,Singapore,143.92.108.153,10.577,,
shopee.com,2023-10-08 03:40:56,10.1,Singapore,143.92.108.155,8.924,,
shopee.com,2023-10-08 03:40:56,10.2,Singapore,143.92.108.153,7.529,,
shopee.com,2023-10-08 03:40:56,11,Singapore,10.100.168.63,9.146,8.665,
shopee.com,2023-10-08 03:40:56,11.1,Singapore,10.100.168.49,10.922,,
shopee.co.th,2023-10-08 03:41:21,1,Singapore,192.168.0.1,3.018,3.409,6.279
shopee.co.th,2023-10-08 03:41:21,2,Singapore,49.245.0.1,6.341,15.532,6.312
shopee.co.th,2023-10-08 03:41:21,3,Singapore,202.65.246.6,7.997,5.959,5.943
shopee.co.th,2023-10-08 03:41:21,4,Singapore,202.65.246.5,7.323,6.932,5.931
shopee.co.th,2023-10-08 03:41:21,5,Singapore,202.65.246.37,5.810,6.652,7.411
shopee.co.th,2023-10-08 03:41:21,6,Singapore,202.65.246.134,7.076,6.301,6.070
shopee.co.th,2023-10-08 03:41:21,7,Singapore,27.111.229.144,8.387,7.643,9.161
shopee.co.th,2023-10-08 03:41:21,8,Singapore,143.92.96.50,7.211,,
shopee.co.th,2023-10-08 03:41:21,8.1,Singapore,143.92.96.46,15.112,,
shopee.co.th,2023-10-08 03:41:21,8.2,Singapore,143.92.96.50,6.197,,
shopee.co.th,2023-10-08 03:41:21,9,Singapore,143.92.108.164,13.211,,
shopee.co.th,2023-10-08 03:41:21,9.1,Singapore,143.92.108.168,8.467,,
